SHIPCODE,CATEGORYCODE,ITINERARYID,GUESTRATEAMOUNT,GOVTFEESANDTAXES,VOYAGE,CURRENCYCODE,TOUR_ID
AM,K,W6W46W,995900,83992,A610D,AUD,1.00
AM,K,H5S50F,724900,50465,A552,USD,1.00
AM,K,H5S50F,724900,50465,A552,USD,1.00
AM,K,H5S50F,724900,50465,A552,USD,1.00
AM,K,H5S50F,724900,50465,A552,USD,1.00
AM,K,W6W46W,1199880,77531,A610D,CAD,1.00
AM,K,W6W46W,1199880,77531,A610D,CAD,1.00
AM,K,W6W68W,1518900,160953,A610C,AUD,1.00
AM,K,W6W68W,1518900,160953,A610C,AUD,1.00
AM,K,W6W68W,1518900,160953,A610C,AUD,1.00
AM,K,W6W68W,1518900,160953,A610C,AUD,1.00
AM,K,H5S47F,857880,55021,A552A,CAD,1.00
AM,K,H5S47F,857880,55021,A552A,CAD,1.00
AM,K,W6W36W,450700,49143,A610A,GBP,1.00
AM,K,W6W36W,450700,49143,A610A,GBP,1.00
AM,K,W6W58W,766200,73693,A610G,GBP,1.00
AM,K,W6W58W,876900,92936,A610G,EUR,1.00
AM,K,W6W58W,876900,92936,A610G,EUR,1.00
AM,K,W6W58W,876900,92936,A610G,EUR,1.00
AM,K,H5S50F,869880,60559,A552,CAD,1.00
AM,K,H5S50F,869880,60559,A552,CAD,1.00
AM,K,H5S50F,869880,60559,A552,CAD,1.00
AM,K,H5S50F,869880,60559,A552,CAD,1.00
AM,K,W6W36W,450700,49143,A610A,GBP,1.00
AM,K,W6W36W,450700,49143,A610A,GBP,1.00
AM,K,W6W36W,450700,49143,A610A,GBP,1.00
AM,K,W6W36W,450700,49143,A610A,GBP,1.00
AM,K,H5S45F,445700,24136,A552B,GBP,1.00
AM,K,H5S45F,445700,24136,A552B,GBP,1.00
AM,K,H5S45F,445700,24136,A552B,GBP,1.00
AM,K,H5S45F,445700,24136,A552B,GBP,1.00
AM,K,H5S45F,445700,24136,A552B,GBP,1.00
AM,K,H5S45F,445700,24136,A552B,GBP,1.00
AM,K,H5S45F,445700,24136,A552B,GBP,1.00
AM,K,H5S45F,445700,24136,A552B,GBP,1.00
AM,K,W6W33W,839880,94665,A610I,CAD,1.00
AM,K,W6W33W,839880,94665,A610I,CAD,1.00
AM,K,W6W46W,616300,43547,A610D,GBP,1.00
AM,K,W6W46W,616300,43547,A610D,GBP,1.00
AM,K,W6W46W,616300,43547,A610D,GBP,1.00
AM,K,W6W21W,515880,45572,A610E,CAD,1.00
AM,K,H5S50F,507000,42896,A552,EUR,1.00
AM,K,H5S50F,507000,42896,A552,EUR,1.00
AM,K,H5S50F,507000,42896,A552,EUR,1.00
AM,K,H5S50F,507000,42896,A552,EUR,1.00
AM,K,H5S50F,507000,42896,A552,EUR,1.00
AM,K,W6W68W,876400,83448,A610C,GBP,1.00
AM,K,W6W68W,876400,83448,A610C,GBP,1.00
AM,K,W6W33W,627300,102555,A610I,AUD,1.00
AM,K,W6W33W,627300,102555,A610I,AUD,1.00
AM,K,W6W33W,627300,102555,A610I,AUD,1.00
AM,K,W6W33W,627300,102555,A610I,AUD,1.00
AM,L,W6W68W,1399900,123810,A610C,USD,1.00
AM,L,W6W68W,1399900,123810,A610C,USD,1.00
AM,L,W6W33W,502800,67055,A610I,EUR,1.00
AM,L,W6W33W,502800,67055,A610I,EUR,1.00
AM,L,W6W57W,1199900,110132,A610B,USD,1.00
AM,L,W6W57W,1199900,110132,A610B,USD,1.00
AM,L,W6W57W,1199900,110132,A610B,USD,1.00
AM,L,W6W57W,1199900,110132,A610B,USD,1.00
AM,L,H5S50F,869880,60559,A552,CAD,1.00
AM,L,H5S50F,869880,60559,A552,CAD,1.00
AM,L,H5S50F,869880,60559,A552,CAD,1.00
AM,L,H5S47F,714900,45851,A552A,USD,1.00
AM,L,H5S47F,714900,45851,A552A,USD,1.00
AM,L,H5S47F,714900,45851,A552A,USD,1.00
AM,L,W6W33W,627300,102555,A610I,AUD,1.00
AM,L,W6W33W,627300,102555,A610I,AUD,1.00
AM,L,W6W33W,627300,102555,A610I,AUD,1.00
AM,L,W6W33W,627300,102555,A610I,AUD,1.00
AM,L,W6W33W,699900,78888,A610I,USD,1.00
AM,L,W6W57W,816200,93612,A610B,EUR,1.00
AM,L,W6W57W,816200,93612,A610B,EUR,1.00
AM,L,W6W57W,816200,93612,A610B,EUR,1.00
AM,L,W6W57W,816200,93612,A610B,EUR,1.00
AM,L,W6W57W,816200,93612,A610B,EUR,1.00
AM,L,W6W21W,429900,37977,A610E,USD,1.00
AM,L,W6W68W,1679880,148572,A610C,CAD,1.00
AM,L,W6W68W,1679880,148572,A610C,CAD,1.00
AM,L,W6W68W,1679880,148572,A610C,CAD,1.00
AM,L,W6W36W,851880,87493,A610A,CAD,1.00
AM,L,W6W36W,851880,87493,A610A,CAD,1.00
AM,L,W6W57W,1439880,132158,A610B,CAD,1.00
AM,L,W6W57W,1439880,132158,A610B,CAD,1.00
AM,L,W6W58W,876900,92936,A610G,EUR,1.00
AM,L,W6W58W,876900,92936,A610G,EUR,1.00
AM,L,W6W58W,876900,92936,A610G,EUR,1.00
AM,L,W6W58W,876900,92936,A610G,EUR,1.00
AM,L,W6W58W,876900,92936,A610G,EUR,1.00
AM,L,W6W58W,876900,92936,A610G,EUR,1.00
AM,L,W6W58W,876900,92936,A610G,EUR,1.00
AM,L,W6W36W,795100,94784,A610A,AUD,1.00
AM,L,W6W36W,795100,94784,A610A,AUD,1.00
AM,L,W6W36W,795100,94784,A610A,AUD,1.00
AM,L,W6W58W,1541880,131202,A610G,CAD,1.00
AM,L,W6W33W,426700,53171,A610I,GBP,1.00
AM,L,W6W33W,426700,53171,A610I,GBP,1.00
AM,L,W6W25W,574900,32512,A610F,USD,1.00
AM,L,H5S50F,704200,65605,A552,AUD,1.00
AM,L,H5S50F,704200,65605,A552,AUD,1.00
AM,L,H5S50F,704200,65605,A552,AUD,1.00
AM,L,H5S50F,704200,65605,A552,AUD,1.00
AM,L,W6W21W,515880,45572,A610E,CAD,1.00
AM,L,W6W21W,515880,45572,A610E,CAD,1.00
AM,L,W6W21W,515880,45572,A610E,CAD,1.00
AM,L,W6W21W,312600,32281,A610E,EUR,1.00
AM,L,W6W21W,312600,32281,A610E,EUR,1.00
AM,L,W6W46W,995900,83992,A610D,AUD,1.00
AM,L,W6W46W,995900,83992,A610D,AUD,1.00
AM,L,W6W46W,995900,83992,A610D,AUD,1.00
AM,L,W6W46W,995900,83992,A610D,AUD,1.00
AM,L,W6W36W,709900,72911,A610A,USD,1.00
AM,L,W6W36W,709900,72911,A610A,USD,1.00
AM,L,W6W36W,709900,72911,A610A,USD,1.00
AM,L,W6W36W,709900,72911,A610A,USD,1.00
AM,L,H5S47F,690200,59607,A552A,AUD,1.00
AM,L,H5S47F,690200,59607,A552A,AUD,1.00
AM,L,H5S47F,690200,59607,A552A,AUD,1.00
AM,L,W6W58W,1284900,109335,A610G,USD,1.00
AM,L,W6W58W,1284900,109335,A610G,USD,1.00
AM,L,W6W58W,1284900,109335,A610G,USD,1.00
AM,L,W6W58W,1284900,109335,A610G,USD,1.00
AM,L,W6W58W,1284900,109335,A610G,USD,1.00
AM,L,W6W47W,1044900,91568,A610H,USD,1.00
AM,L,W6W47W,1253880,109883,A610H,CAD,1.00
AM,L,W6W47W,1253880,109883,A610H,CAD,1.00
AM,L,W6W47W,1253880,109883,A610H,CAD,1.00
AM,L,W6W47W,1253880,109883,A610H,CAD,1.00
AM,L,W6W68W,876400,83448,A610C,GBP,1.00
AM,L,W6W68W,876400,83448,A610C,GBP,1.00
AM,L,W6W68W,876400,83448,A610C,GBP,1.00
AM,L,H5S50F,724900,50465,A552,USD,1.00
AM,L,H5S50F,724900,50465,A552,USD,1.00
AM,L,H5S50F,724900,50465,A552,USD,1.00
AM,L,H5S50F,724900,50465,A552,USD,1.00
AM,L,H5S50F,724900,50465,A552,USD,1.00
AM,L,H5S45F,845880,42972,A552B,CAD,1.00
AM,L,H5S45F,845880,42972,A552B,CAD,1.00
AM,L,H5S45F,845880,42972,A552B,CAD,1.00
AM,L,H5S45F,504400,30438,A552B,EUR,1.00
AM,L,H5S45F,504400,30438,A552B,EUR,1.00
AM,L,H5S45F,504400,30438,A552B,EUR,1.00
AM,L,W6W47W,628100,61717,A610H,GBP,1.00
AM,L,W6W47W,628100,61717,A610H,GBP,1.00
AM,L,W6W47W,628100,61717,A610H,GBP,1.00
AM,L,W6W47W,628100,61717,A610H,GBP,1.00
AM,L,W6W47W,628100,61717,A610H,GBP,1.00
AM,L,W6W46W,999900,64609,A610D,USD,1.00
AM,L,W6W46W,999900,64609,A610D,USD,1.00
AM,L,W6W47W,980800,119038,A610H,AUD,1.00
AM,L,W6W47W,980800,119038,A610H,AUD,1.00
AM,L,W6W47W,980800,119038,A610H,AUD,1.00
AM,L,W6W25W,377200,27635,A610F,EUR,1.00
AM,L,W6W21W,480500,49370,A610E,AUD,1.00
AM,L,W6W58W,766200,73693,A610G,GBP,1.00
AM,L,W6W58W,766200,73693,A610G,GBP,1.00
AM,L,W6W58W,766200,73693,A610G,GBP,1.00
AM,L,W6W58W,766200,73693,A610G,GBP,1.00
AM,L,W6W68W,1399900,123810,A610C,USD,1.00
AM,L,W6W57W,1286700,143172,A610B,AUD,1.00
AM,L,W6W57W,1286700,143172,A610B,AUD,1.00
AM,L,H5S45F,445700,24136,A552B,GBP,1.00
AM,L,H5S45F,445700,24136,A552B,GBP,1.00
AM,L,H5S45F,445700,24136,A552B,GBP,1.00
AM,L,H5S45F,445700,24136,A552B,GBP,1.00
AM,L,H5S45F,445700,24136,A552B,GBP,1.00
AM,L,H5S45F,445700,24136,A552B,GBP,1.00
AM,L,W6W57W,735600,74228,A610B,GBP,1.00
AM,L,W6W57W,735600,74228,A610B,GBP,1.00
AM,L,W6W57W,735600,74228,A610B,GBP,1.00
AM,L,W6W57W,735600,74228,A610B,GBP,1.00
AM,L,W6W57W,735600,74228,A610B,GBP,1.00
AM,L,W6W46W,1199880,77531,A610D,CAD,1.00
AM,L,W6W46W,1199880,77531,A610D,CAD,1.00
AM,L,W6W46W,1199880,77531,A610D,CAD,1.00
AM,L,W6W46W,1199880,77531,A610D,CAD,1.00
AM,L,W6W46W,1199880,77531,A610D,CAD,1.00
AM,L,W6W46W,1199880,77531,A610D,CAD,1.00
AM,L,W6W68W,1014600,105238,A610C,EUR,1.00
AM,L,W6W68W,1014600,105238,A610C,EUR,1.00
AM,L,W6W68W,1014600,105238,A610C,EUR,1.00
AM,L,W6W36W,450700,49143,A610A,GBP,1.00
AM,L,H5S50F,465800,34013,A552,GBP,1.00
AM,L,W6W47W,677000,77833,A610H,EUR,1.00
AM,L,W6W47W,677000,77833,A610H,EUR,1.00
AM,L,W6W47W,677000,77833,A610H,EUR,1.00
AM,L,W6W47W,677000,77833,A610H,EUR,1.00
AM,L,H5S50F,507000,42896,A552,EUR,1.00
AM,L,H5S50F,507000,42896,A552,EUR,1.00
AM,L,H5S50F,507000,42896,A552,EUR,1.00
AM,L,H5S50F,465800,34013,A552,GBP,1.00
AM,L,H5S50F,465800,34013,A552,GBP,1.00
AM,L,H5S50F,465800,34013,A552,GBP,1.00
AM,L,W6W68W,1518900,160953,A610C,AUD,1.00
AM,L,W6W68W,1518900,160953,A610C,AUD,1.00
AM,L,H5S47F,448900,30904,A552A,GBP,1.00
AM,L,H5S47F,448900,30904,A552A,GBP,1.00
AM,L,H5S47F,448900,30904,A552A,GBP,1.00
AM,L,W6W46W,616300,43547,A610D,GBP,1.00
AM,L,W6W46W,616300,43547,A610D,GBP,1.00
AM,L,W6W25W,537600,42265,A610F,AUD,1.00
AM,L,W6W25W,537600,42265,A610F,AUD,1.00
AM,L,H5S47F,448900,30904,A552A,GBP,1.00
AM,L,W6W46W,669900,54919,A610D,EUR,1.00
AM,L,W6W46W,669900,54919,A610D,EUR,1.00
AM,L,W6W58W,1187700,142136,A610G,AUD,1.00
AM,L,W6W58W,1187700,142136,A610G,AUD,1.00
AM,L,W6W58W,1187700,142136,A610G,AUD,1.00
AM,L,W6W36W,527900,61974,A610A,EUR,1.00
AM,L,W6W36W,527900,61974,A610A,EUR,1.00
AM,L,W6W36W,527900,61974,A610A,EUR,1.00
AM,L,W6W25W,357900,21913,A610F,GBP,1.00
AM,L,W6W25W,357900,21913,A610F,GBP,1.00
AM,L,W6W25W,357900,21913,A610F,GBP,1.00
AM,L,W6W33W,839880,94665,A610I,CAD,1.00
AM,L,W6W33W,839880,94665,A610I,CAD,1.00
AM,L,H5S45F,708300,46553,A552B,AUD,1.00
AM,L,H5S45F,708300,46553,A552B,AUD,1.00
AM,L,H5S45F,708300,46553,A552B,AUD,1.00
AM,L,H5S45F,708300,46553,A552B,AUD,1.00
AM,L,H5S45F,708300,46553,A552B,AUD,1.00
AM,L,H5S47F,857880,55021,A552A,CAD,1.00
AM,L,H5S47F,857880,55021,A552A,CAD,1.00
AM,L,W6W57W,1199900,110132,A610B,USD,1.00
AM,L,W6W57W,1199900,110132,A610B,USD,1.00
AM,L,W6W57W,1199900,110132,A610B,USD,1.00
AM,L,W6W57W,1199900,110132,A610B,USD,1.00
AM,L,W6W57W,1199900,110132,A610B,USD,1.00
AM,L,W6W57W,1199900,110132,A610B,USD,1.00
AM,L,W6W33W,502800,67055,A610I,EUR,1.00
AM,L,H5S47F,714900,45851,A552A,USD,1.00
AM,L,H5S47F,714900,45851,A552A,USD,1.00
AM,L,H5S47F,714900,45851,A552A,USD,1.00
AM,L,H5S47F,714900,45851,A552A,USD,1.00
AM,L,H5S47F,714900,45851,A552A,USD,1.00
AM,L,H5S50F,869880,60559,A552,CAD,1.00
AM,L,H5S50F,869880,60559,A552,CAD,1.00
AM,L,H5S50F,869880,60559,A552,CAD,1.00
AM,L,H5S50F,869880,60559,A552,CAD,1.00
AM,L,H5S50F,869880,60559,A552,CAD,1.00
AM,L,H5S50F,869880,60559,A552,CAD,1.00
AM,L,H5S50F,869880,60559,A552,CAD,1.00
AM,L,W6W33W,627300,102555,A610I,AUD,1.00
AM,L,W6W33W,699900,78888,A610I,USD,1.00
AM,L,W6W33W,699900,78888,A610I,USD,1.00
AM,L,W6W57W,816200,93612,A610B,EUR,1.00
AM,L,W6W57W,816200,93612,A610B,EUR,1.00
AM,L,W6W21W,429900,37977,A610E,USD,1.00
AM,L,W6W21W,429900,37977,A610E,USD,1.00
AM,L,W6W21W,429900,37977,A610E,USD,1.00
AM,L,W6W21W,429900,37977,A610E,USD,1.00
AM,L,W6W36W,851880,87493,A610A,CAD,1.00
AM,L,W6W36W,851880,87493,A610A,CAD,1.00
AM,L,W6W36W,851880,87493,A610A,CAD,1.00
AM,L,W6W57W,1439880,132158,A610B,CAD,1.00
AM,L,W6W57W,1439880,132158,A610B,CAD,1.00
AM,L,W6W57W,1439880,132158,A610B,CAD,1.00
AM,L,W6W58W,876900,92936,A610G,EUR,1.00
AM,L,W6W58W,876900,92936,A610G,EUR,1.00
AM,L,W6W58W,876900,92936,A610G,EUR,1.00
AM,L,W6W58W,876900,92936,A610G,EUR,1.00
AM,L,W6W68W,1679880,148572,A610C,CAD,1.00
AM,L,W6W68W,1679880,148572,A610C,CAD,1.00
AM,L,W6W68W,1679880,148572,A610C,CAD,1.00
AM,L,W6W68W,1679880,148572,A610C,CAD,1.00
AM,L,W6W68W,1679880,148572,A610C,CAD,1.00
AM,L,W6W68W,1679880,148572,A610C,CAD,1.00
AM,L,W6W21W,284300,25597,A610E,GBP,1.00
AM,L,W6W21W,284300,25597,A610E,GBP,1.00
AM,L,W6W21W,284300,25597,A610E,GBP,1.00
AM,L,W6W36W,795100,94784,A610A,AUD,1.00
AM,L,W6W36W,795100,94784,A610A,AUD,1.00
AM,L,W6W36W,795100,94784,A610A,AUD,1.00
AM,L,W6W58W,1541880,131202,A610G,CAD,1.00
AM,L,W6W58W,1541880,131202,A610G,CAD,1.00
AM,L,W6W58W,1541880,131202,A610G,CAD,1.00
AM,L,H5S47F,510900,38973,A552A,EUR,1.00
AM,L,H5S47F,510900,38973,A552A,EUR,1.00
AM,L,H5S45F,704900,35810,A552B,USD,1.00
AM,L,H5S45F,704900,35810,A552B,USD,1.00
AM,L,H5S45F,704900,35810,A552B,USD,1.00
AM,L,H5S45F,704900,35810,A552B,USD,1.00
AM,L,H5S45F,704900,35810,A552B,USD,1.00
AM,L,W6W25W,689880,39014,A610F,CAD,1.00
AM,L,W6W57W,1286700,143172,A610B,AUD,1.00
AM,L,W6W57W,1286700,143172,A610B,AUD,1.00
AM,L,W6W57W,1286700,143172,A610B,AUD,1.00
AM,L,H5S47F,857880,55021,A552A,CAD,1.00
AM,L,H5S47F,857880,55021,A552A,CAD,1.00
AM,L,H5S47F,857880,55021,A552A,CAD,1.00
AM,L,H5S47F,857880,55021,A552A,CAD,1.00
AM,L,H5S47F,857880,55021,A552A,CAD,1.00
AM,L,H5S45F,708300,46553,A552B,AUD,1.00
AM,L,H5S45F,708300,46553,A552B,AUD,1.00
AM,L,H5S50F,704200,65605,A552,AUD,1.00
AM,L,W6W21W,312600,32281,A610E,EUR,1.00
AM,L,W6W21W,515880,45572,A610E,CAD,1.00
AM,L,W6W33W,426700,53171,A610I,GBP,1.00
AM,L,W6W46W,995900,83992,A610D,AUD,1.00
AM,L,W6W46W,995900,83992,A610D,AUD,1.00
AM,L,W6W46W,995900,83992,A610D,AUD,1.00
AM,L,W6W36W,709900,72911,A610A,USD,1.00
AM,L,W6W47W,1253880,109883,A610H,CAD,1.00
AM,L,H5S47F,690200,59607,A552A,AUD,1.00
AM,L,H5S47F,690200,59607,A552A,AUD,1.00
AM,L,H5S47F,690200,59607,A552A,AUD,1.00
AM,L,H5S47F,690200,59607,A552A,AUD,1.00
AM,L,H5S47F,690200,59607,A552A,AUD,1.00
AM,L,W6W58W,1284900,109335,A610G,USD,1.00
AM,L,W6W47W,1044900,91568,A610H,USD,1.00
AM,L,W6W47W,1044900,91568,A610H,USD,1.00
AM,L,W6W47W,1044900,91568,A610H,USD,1.00
AM,L,W6W47W,1044900,91568,A610H,USD,1.00
AM,L,W6W47W,1044900,91568,A610H,USD,1.00
AM,L,H5S45F,845880,42972,A552B,CAD,1.00
AM,L,W6W68W,876400,83448,A610C,GBP,1.00
AM,L,W6W68W,876400,83448,A610C,GBP,1.00
AM,L,W6W68W,876400,83448,A610C,GBP,1.00
AM,L,H5S50F,724900,50465,A552,USD,1.00
AM,L,H5S50F,724900,50465,A552,USD,1.00
AM,L,H5S50F,724900,50465,A552,USD,1.00
AM,L,H5S50F,724900,50465,A552,USD,1.00
AM,L,H5S50F,724900,50465,A552,USD,1.00
AM,L,H5S45F,845880,42972,A552B,CAD,1.00
AM,L,H5S45F,845880,42972,A552B,CAD,1.00
AM,L,H5S45F,845880,42972,A552B,CAD,1.00
AM,L,H5S45F,504400,30438,A552B,EUR,1.00
AM,L,H5S45F,504400,30438,A552B,EUR,1.00
AM,L,H5S45F,504400,30438,A552B,EUR,1.00
AM,L,W6W46W,999900,64609,A610D,USD,1.00
AM,L,W6W68W,1399900,123810,A610C,USD,1.00
AM,L,W6W68W,1399900,123810,A610C,USD,1.00
AM,L,W6W68W,1399900,123810,A610C,USD,1.00
AM,L,W6W25W,377200,27635,A610F,EUR,1.00
AM,L,W6W25W,377200,27635,A610F,EUR,1.00
AM,L,W6W47W,628100,61717,A610H,GBP,1.00
AM,L,W6W47W,628100,61717,A610H,GBP,1.00
AM,L,W6W47W,628100,61717,A610H,GBP,1.00
AM,L,W6W47W,628100,61717,A610H,GBP,1.00
AM,L,W6W21W,480500,49370,A610E,AUD,1.00
AM,L,W6W21W,480500,49370,A610E,AUD,1.00
AM,L,W6W21W,480500,49370,A610E,AUD,1.00
AM,L,W6W58W,766200,73693,A610G,GBP,1.00
AM,L,W6W58W,766200,73693,A610G,GBP,1.00
AM,L,W6W58W,766200,73693,A610G,GBP,1.00
AM,L,W6W58W,766200,73693,A610G,GBP,1.00
AM,L,W6W58W,766200,73693,A610G,GBP,1.00
AM,L,W6W58W,766200,73693,A610G,GBP,1.00
AM,L,W6W58W,766200,73693,A610G,GBP,1.00
AM,L,W6W57W,1199900,110132,A610B,USD,1.00
AM,L,W6W57W,1199900,110132,A610B,USD,1.00
AM,L,W6W57W,1439880,132158,A610B,CAD,1.00
AM,L,W6W36W,795100,94784,A610A,AUD,1.00
AM,L,W6W36W,795100,94784,A610A,AUD,1.00
AM,L,W6W58W,1541880,131202,A610G,CAD,1.00
AM,L,W6W58W,1541880,131202,A610G,CAD,1.00
AM,L,W6W58W,1541880,131202,A610G,CAD,1.00
AM,L,W6W58W,1541880,131202,A610G,CAD,1.00
AM,L,H5S47F,510900,38973,A552A,EUR,1.00
AM,L,H5S47F,510900,38973,A552A,EUR,1.00
AM,L,H5S47F,510900,38973,A552A,EUR,1.00
AM,L,H5S47F,510900,38973,A552A,EUR,1.00
AM,L,H5S47F,510900,38973,A552A,EUR,1.00
AM,L,H5S45F,704900,35810,A552B,USD,1.00
AM,L,H5S45F,704900,35810,A552B,USD,1.00
AM,L,H5S45F,704900,35810,A552B,USD,1.00
AM,L,H5S45F,704900,35810,A552B,USD,1.00
AM,L,H5S45F,704900,35810,A552B,USD,1.00
AM,L,W6W57W,1286700,143172,A610B,AUD,1.00
AM,L,W6W57W,1286700,143172,A610B,AUD,1.00
AM,L,W6W57W,1286700,143172,A610B,AUD,1.00
AM,L,W6W57W,1286700,143172,A610B,AUD,1.00
AM,L,H5S45F,445700,24136,A552B,GBP,1.00
AM,L,H5S45F,445700,24136,A552B,GBP,1.00
AM,L,H5S45F,445700,24136,A552B,GBP,1.00
AM,L,W6W46W,1199880,77531,A610D,CAD,1.00
AM,L,W6W46W,1199880,77531,A610D,CAD,1.00
AM,L,W6W46W,1199880,77531,A610D,CAD,1.00
AM,L,W6W46W,1199880,77531,A610D,CAD,1.00
AM,L,W6W57W,735600,74228,A610B,GBP,1.00
AM,L,W6W57W,735600,74228,A610B,GBP,1.00
AM,L,W6W68W,1014600,105238,A610C,EUR,1.00
AM,L,H5S50F,507000,42896,A552,EUR,1.00
AM,L,H5S50F,507000,42896,A552,EUR,1.00
AM,L,H5S50F,507000,42896,A552,EUR,1.00
AM,L,H5S50F,507000,42896,A552,EUR,1.00
AM,L,W6W36W,450700,49143,A610A,GBP,1.00
AM,L,H5S50F,465800,34013,A552,GBP,1.00
AM,L,H5S50F,465800,34013,A552,GBP,1.00
AM,L,H5S50F,465800,34013,A552,GBP,1.00
AM,L,H5S50F,465800,34013,A552,GBP,1.00
AM,L,H5S50F,465800,34013,A552,GBP,1.00
AM,L,W6W68W,1518900,160953,A610C,AUD,1.00
AM,L,W6W68W,1518900,160953,A610C,AUD,1.00
AM,L,W6W68W,1518900,160953,A610C,AUD,1.00
AM,L,W6W46W,616300,43547,A610D,GBP,1.00
AM,L,W6W46W,616300,43547,A610D,GBP,1.00
AM,L,W6W46W,616300,43547,A610D,GBP,1.00
AM,L,H5S47F,448900,30904,A552A,GBP,1.00
AM,L,H5S47F,448900,30904,A552A,GBP,1.00
AM,L,H5S47F,448900,30904,A552A,GBP,1.00
AM,L,W6W33W,839880,94665,A610I,CAD,1.00
AM,L,W6W58W,1187700,142136,A610G,AUD,1.00
AM,L,W6W58W,1187700,142136,A610G,AUD,1.00
AM,L,W6W58W,1187700,142136,A610G,AUD,1.00
AM,L,W6W58W,1187700,142136,A610G,AUD,1.00
AM,L,W6W58W,1187700,142136,A610G,AUD,1.00
AM,L,W6W58W,1187700,142136,A610G,AUD,1.00
AM,L,W6W58W,1187700,142136,A610G,AUD,1.00
AM,L,W6W58W,1187700,142136,A610G,AUD,1.00
AM,L,W6W36W,527900,61974,A610A,EUR,1.00
AM,L,W6W36W,527900,61974,A610A,EUR,1.00
AM,L,W6W46W,669900,54919,A610D,EUR,1.00
AM,L,W6W46W,669900,54919,A610D,EUR,1.00
AM,L,W6W46W,669900,54919,A610D,EUR,1.00
AM,L,H5S50F,724900,50465,A552,USD,1.00
AM,L,W6W68W,876400,83448,A610C,GBP,1.00
AM,L,W6W68W,876400,83448,A610C,GBP,1.00
AM,L,W6W68W,876400,83448,A610C,GBP,1.00
AM,L,H5S45F,845880,42972,A552B,CAD,1.00
AM,L,H5S45F,845880,42972,A552B,CAD,1.00
AM,L,H5S45F,845880,42972,A552B,CAD,1.00
AM,L,H5S45F,504400,30438,A552B,EUR,1.00
AM,L,H5S45F,504400,30438,A552B,EUR,1.00
AM,L,H5S45F,504400,30438,A552B,EUR,1.00
AM,L,H5S45F,504400,30438,A552B,EUR,1.00
AM,L,H5S45F,504400,30438,A552B,EUR,1.00
AM,L,W6W47W,628100,61717,A610H,GBP,1.00
AM,L,W6W47W,628100,61717,A610H,GBP,1.00
AM,L,W6W47W,628100,61717,A610H,GBP,1.00
AM,L,W6W46W,999900,64609,A610D,USD,1.00
AM,L,W6W46W,999900,64609,A610D,USD,1.00
AM,L,W6W46W,999900,64609,A610D,USD,1.00
AM,L,W6W46W,999900,64609,A610D,USD,1.00
AM,L,W6W46W,999900,64609,A610D,USD,1.00
AM,L,W6W46W,999900,64609,A610D,USD,1.00
AM,L,W6W21W,480500,49370,A610E,AUD,1.00
AM,L,W6W21W,480500,49370,A610E,AUD,1.00
AM,L,W6W21W,480500,49370,A610E,AUD,1.00
AM,L,W6W58W,766200,73693,A610G,GBP,1.00
AM,L,W6W58W,766200,73693,A610G,GBP,1.00
AM,L,W6W68W,1399900,123810,A610C,USD,1.00
AM,L,W6W68W,1399900,123810,A610C,USD,1.00
AM,L,W6W68W,1399900,123810,A610C,USD,1.00
AM,L,W6W68W,1399900,123810,A610C,USD,1.00
AM,L,W6W25W,377200,27635,A610F,EUR,1.00
AM,L,H5S50F,869880,60559,A552,CAD,1.00
AM,L,H5S50F,869880,60559,A552,CAD,1.00
AM,L,H5S50F,869880,60559,A552,CAD,1.00
AM,L,H5S50F,869880,60559,A552,CAD,1.00
AM,L,H5S50F,869880,60559,A552,CAD,1.00
AM,L,H5S50F,869880,60559,A552,CAD,1.00
AM,L,H5S50F,869880,60559,A552,CAD,1.00
AM,L,W6W47W,980800,119038,A610H,AUD,1.00
AM,L,W6W57W,1199900,110132,A610B,USD,1.00
AM,L,W6W57W,1199900,110132,A610B,USD,1.00
AM,L,W6W57W,1199900,110132,A610B,USD,1.00
AM,L,W6W33W,502800,67055,A610I,EUR,1.00
AM,L,H5S47F,714900,45851,A552A,USD,1.00
AM,L,H5S47F,714900,45851,A552A,USD,1.00
AM,L,H5S47F,714900,45851,A552A,USD,1.00
AM,L,H5S47F,714900,45851,A552A,USD,1.00
AM,L,W6W33W,699900,78888,A610I,USD,1.00
AM,L,W6W57W,816200,93612,A610B,EUR,1.00
AM,L,W6W21W,429900,37977,A610E,USD,1.00
AM,L,W6W21W,429900,37977,A610E,USD,1.00
AM,L,W6W68W,1679880,148572,A610C,CAD,1.00
AM,L,W6W68W,1679880,148572,A610C,CAD,1.00
AM,L,W6W36W,851880,87493,A610A,CAD,1.00
AM,L,W6W36W,851880,87493,A610A,CAD,1.00
AM,L,W6W36W,851880,87493,A610A,CAD,1.00
AM,L,W6W36W,851880,87493,A610A,CAD,1.00
AM,L,W6W36W,851880,87493,A610A,CAD,1.00
AM,L,W6W21W,284300,25597,A610E,GBP,1.00
AM,L,W6W58W,876900,92936,A610G,EUR,1.00
AM,L,W6W58W,876900,92936,A610G,EUR,1.00
AM,L,W6W57W,1439880,132158,A610B,CAD,1.00
AM,L,W6W57W,1439880,132158,A610B,CAD,1.00
AM,L,W6W57W,1439880,132158,A610B,CAD,1.00
AM,L,H5S50F,465800,34013,A552,GBP,1.00
AM,L,W6W47W,677000,77833,A610H,EUR,1.00
